Date,Headline
2022-10-10,Funds mismatch under new settlement process may invite stricter Sebi norms
2022-10-13,Noida - based LED lighting solutions IKIO Lighting Limited files DRHP for IPO
2022-10-13,Infosys : Broad based growth in H1 of 20 . 1 % in constant currency ; Q2 margins expand 150 bps sequentially ( 2 )
2022-10-13,Tracxn Tech Retail Book Fully Subscribed on Day 1
2022-10-13,Infosys : Broad based growth in H1 of 20 . 1 % in constant currency ; Q2 margins expand 150 bps sequentially ( 1 )
2022-10-13,Rupee falls 5 paise to close at 82 . 38 against US dollar - The Hindu BusinessLine
2022-10-13,"Nifty , Sensex Remain Under Pressure – Thursday Closing Report"
2022-10-13,Rupee falls 5 paise to close at 82 . 38 against US dollar
2022-10-13,"Sensex slides 391 pts , Nifty holds 17k ; banks drag"
2022-10-13,"Stock Market India : Sensex , Nifty Fall Over 0 . 6 % On Global Gloom , A Day After A Sharp Rally"
2022-10-13,Currency - Rupee trades in narrow range against US dollar in opening trade
2022-10-13,Rupee falls 5 paise to close at 82 . 38 against US dollar - Jammu Kashmir Latest News | Tourism
2022-10-13,Rupee falls 5 paise to close at ₹82 . 38 against U . S . dollar
2022-10-13,Currency - Rupee falls 5 paise to close at 82 . 38 against US dollar
2022-10-13,Tracxn Tech Retail Book Subscribed 2 . 60 times on Day 2
2022-10-13,"Barometers end with modest losses ; Nifty settles near 17 , 000 ; Wipro slumps 7 %"
2022-10-14,Infosys : Broad based growth in H1 of 20 . 1 % in constant currency ; Q2 margins expand 150 bps sequentially
2022-10-14,"Markets rebound sharply amid heavy buying in IT stocks , firm global trends"
2022-10-14,"Nifty , Sensex May Trend Higher – Weekly closing report"
2022-10-14,Markets rebound sharply amid firm global trends ; Sensex jumps 684 points
2022-10-14,"Sensex , Nifty gain over 1 % amid firm global trends - The Hindu BusinessLine"
2022-10-14,Tracxn Tech IPO oversubscribed by 2 . 01 times on final day ; Retail portion booked 4 . 87 times
2022-10-14,"Stock Market India : Sensex , Nifty Jump Over 1 % On Global Stocks Rally Despite Economic Gloom"
2022-10-14,Indices drift higher in early trade amid strong global cues
2022-10-14,"China Stocks Jump Before Party Congress , Aiding Big Asia Rally"
2022-10-14,"Sensex , Nifty rebound sharply amid firm global trends"
2022-10-14,"Beware ! These risks may drag Sensex , Nifty lower"
2022-10-14,Everstone Capital Mulling Selling Stake Worth $314 Mn In Restaurant Brands Asia : Report
2022-10-14,"Tracxn Technologies : Allotment Of Shares Of This Ipo May Happen Next Week , Know What Is Gmp ? - Tracxn Technologies : अगले हफ्ते हो सकता है इस आईपीओ के शेयरों का अलाॅटमेंट , जानें क्या है जीएमपी ?"
2022-10-14,"Markets rebound sharply amid firm global trends ; Sensex climbs 1 , 087 points"
2022-10-14,"Stock Market India : Sensex Rallies Over 1 , 000 Points To Above The 58 , 000 Mark , But Risks Remain"
2022-10-15,Infosys : Broad based growth in H1 of 20 . 1 per cent in constant currency ; Q2 margins expand 150 bps sequentially
2022-10-16,"Top news of the day : October 16 , 2022"
2022-10-17,Stock Market India : Sensex Opens In The Red As Global Financial Conditions Tighten
2022-10-17,"electronics mart ipo , Electronics Mart स्टॉक लिस्टिंग ; गुंतवणूकदारांना कमाईची संधी , GMPमध्ये चांगला प्रतिसाद - electronics mart india ipo listing today what gmp grey market premium signals"
2022-10-17,Ajanta Pharma awarded  India Best Managed Companies  by Deloitte
2022-10-17,Market near day high ; Metal stocks decline
2022-10-17,Markets fall in early trade amid weak global cues
2022-10-17,"hdfc bank : HDFC merger may trigger Nifty rebalancing , $1 . 5 billion outflow"
2022-10-17,Tracxn Technologies IPO : Here how you can check the allotment status
2022-10-17,Excel Realty N Infra to enter renewable power segment through Joint Venture
2022-10-17,Tracxn Technologies IPO share allotment today : Here how to check status
2022-10-17,Electronics Mart Shares Rise Nearly 53 % In Stock Market Debut
2022-10-17,Excel Realty N Infra to Enter Renewable Power Segment through Joint Venture
2022-10-17,Electronics Mart makes strong debut ; lists at 53 % premium over issue price
2022-10-17,Biocon Biologics Out - Licenses Two Biosimilar Assets to Yoshindo for Commercialization in Japan
2022-10-18,Indian Rupee Jumps Against UAE Dirham In Early Trade
2022-10-18,Barometers trade with strong gains ; pharma shares rise for 5th day
2022-10-18,Plaza Wires received SEBI nod to raise funds via IPO
2022-10-18,Electronics Mart India Ltd makes electrifying debut
2022-10-18,Markets rally for 3rd day amid firm global trends ; Sensex up 549 points
2022-10-18,Markets rally for 3rd day amid firm global trends ; Sensex jumps 549 points
2022-10-18,"Markets rally for 3rd day amid positive global trends ; RIL , banking stocks spurt"
2022-10-18,"Sensex closes 549 points higher to extend rally into 3rd day , Rupee loses 7 paise"
2022-10-18,"ZEE Entertainment jumps 6 % amid Rs 1 , 396 crore block deals"
2022-10-18,Indian rupee jumps against UAE dirham in early trade
2022-10-18,Markets rally in early trade amid firm global markets
2022-10-18,"Benchmark indices open in positive trade , Sensex climbs to 626 points"
2022-10-18,"Sensex climbs 626 points to 59 , 036 . 66 in early trade ; all firms trade in green"
2022-10-18,Piramal Pharma to list on bourses on October 19 after demerger
2022-10-18,Markets rally for 3rd day amid firm global trends
2022-10-18,"Markets rally for 3rd day amid firm global trends , Sensex jumps 549 points"
2022-10-19,Piramal Pharma Limited lists on BSE and NSE
2022-10-19,Rupee falls below 83 versus dollar
2022-10-19,Rupee falls below 83 mark for first time against US dollar
2022-10-19,"piramal pharma : Piramal Pharma lists share on BSE , NSE"
2022-10-19,"STAR Housing Finance Limited , a rural focused home finance company posts record H1 results"
2022-10-19,Piramal Pharma lists at ₹201 . 80 per share on BSE - The Hindu BusinessLine
2022-10-19,Benchmarks come off the day high ; realty stocks in demand
2022-10-19,Markets continue to rally for 4th consecutive day in early trade
2022-10-19,Piramal Pharma drops 5 % after listing at Rs 201 . 80 ; Motilal sees Rs 210 as fair value
2022-10-19,Markets rally for third day amid positive global trends
2022-10-19,Stock Market India : Sensex Rises Nearly 150 Points To Extend Rally For The Fourth Straight Day
2022-10-19,"Sensex , Nifty continue to rally for 4th consecutive day in early trade"
2022-10-20,Welcome To IANS Live - LatestNews - Diwali Muhurat Trading : Invest in WealthBaskets for long - term wealth creation
2022-10-20,Welcome To IANS Live - SCIENCE - AND - TECHNOLOGY - Diwali Muhurat Trading : Invest in WealthBaskets for long - term wealth creation
2022-10-20,Tracxn Technologies climbs 18 per cent on listing day - The Hindu BusinessLine
2022-10-20,Muhurat Trading Picks 2022 by Top Stock Brokers
2022-10-20,Business News | Weak Stock Market Debut for Tracxn Technologies with 6 Per Cent Premium
2022-10-20,Which stocks should you bet on in Samvat 2079 ?
2022-10-20,Welcome To IANS Live - BUSINESS - Diwali Muhurat Trading : Invest in WealthBaskets for long - term wealth creation
2022-10-20,"Sensex slides 151 pts , bank stocks under pressure"
2022-10-20,Stock Market India : Sensex Reverses Early Losses To Gain Nearly 100 Points To Extend Its Rally For Fifth Straight Day
2022-10-20,Diwali Muhurat Trading : Invest in WealthBaskets for long - term wealth creation
2022-10-20,"Barometers rises for 5th day , Nifty settles at 17 , 563 . 95 , IndusInd Bank slides over 4 %"
2022-10-20,Stock Market India : Sensex Falls Over 200 Points To Stall A Four - Day Rally On Global Sell - Off
2022-10-20,Barometers pare most losses ; IT shares in demand
2022-10-20,"Nifty above 17 , 500 ; European shares decline ; Rupee hits fresh record low"
2022-10-20,Rupee opens at all - time low of 83 . 06 against US dollar
2022-10-20,Piramal Pharma Limited Lists on BSE and NSE
2022-10-21,Ebix Reaffirms Strong Business Outlook and Announces
2022-10-21,"Futures Slide As Global Yields Soar , Pushing Bond Markets To Edge Of Breaking"
2022-10-21,Ebix Reaffirms Strong Business Outlook and Announces Formation of Strategic Investment Committee of Independent Board Members
2022-10-21,"Ebix ( EBIX ) Reaffirms Strong Business Outlook , Forms Strategic Investment Committee"
2022-10-21,"BSE , NSE to conduct hour - long  muhurat trading  on Diwali | Details"
2022-10-21,"BSE , NSE to conduct one - hour  muhurat trading  on Diwali - The Hindu BusinessLine"
2022-10-21,Stock Market India : Sensex Rises Over 100 Points To Extend Gains For Sixth Straight Day And Defy Global Gloom
2022-10-21,"BSE , NSE to conduct one - hour  muhurat trading  on Diwali"
2022-10-21,"muhurat trading session : BSE , NSE to conduct one - hour  muhurat trading  on Diwali"
2022-10-21,Barometers trade with decent gains ; metal shares decline
2022-10-21,"Here why LIC , PB Fintech , Delhivery sunk to all - time lows in a firm mkt"
2022-10-21,Stock Market India : Sensex Rises Over 150 Points To Extend Rally To Sixth Straight Day
2022-10-21,Diwali 2022 : Special 1 - Hour Muhurat Trading Session On Monday
2022-10-21,"BSE , NSE to conduct one - hour special  muhurat trading  on Diwali : The Tribune India"
2022-10-22,इंडियाफर्स्ट लाइफ इंश्योरेंस ने आईपीओ के लिए सेबी के पास जमा किए दस्तावेज
2022-10-22,Bank of Baroda - backed IndiaFirst Life Insurance files DRHP for IPO
2022-10-22,உலகப் பொருளாதாரத்தை விட இந்தியப் பொருளாதாரம் சூப்பர் : நிதியமைச்சகம்
2022-10-22,"Amid high inflation & weak rupee , Fin Min review says economic performance  impressive"
2022-10-22,"Welcome To IANS Live - BUSINESS - Amid high inflation & weak rupee , Fin Min review says economic performance  impressive"
2022-10-22,"india economy growth : Inflation to ease , economic activity to witness growth : 10 key takeaways from Finance Ministry economic review for September 2022"
2022-10-22,"India economy doing well in comparison to global gloom , says economic review"
2022-10-22,"Amid High Inflation & Weak Rupee , Fin Min Review Says Econo ..."
2022-10-23,"india gdp growth : GDP Growth : India slips , but canters on"
2022-10-23,后疫情时代 ， 俄罗斯人也需要  重新发现中国 _ 经济 _ 城市 _ 访问
2022-10-23,VIETNAM BUSINESS NEWS OCTOBER 23
2022-10-23,The Urgency of Fixing the Economy – THISDAYLIVE
2022-10-23,Piyush Goyal : India is bright under decisive leadership of PM Modi
2022-10-23,"Diwali week for Sensex , Nifty : Top factors that can influence market this week"
2022-10-23,India may continue to outperform global markets in Samvat 2079 : BT Digital Diwali Survey
2022-10-23,"India , a bright spot in a dark horizon"
2022-10-23,Check timings of Muhurat Trading on Diwali
2022-10-23,PHL may miss growth goal in 2023 - BusinessWorld Online
2022-10-24,Economic Outlook Of India
2022-10-24,"Le chiffre daffaires mondial des services informatiques et des services aux entreprises devrait augmenter ( en monnaie constante ) de 5 , 7 % cette année et de 5 , 2 % en 2023 , selon IDC"
2022-10-24,indian economy : Why India recovery will likely be cut short despite strong foundations
2022-10-24,"IDC Maintains Forecast for Worldwide IT , Business Services Market Despite Looming Recession"
2022-10-24,"US Futures Stabilize After Rollercoaster Session As Yuan , Chinese Stocks Crater"
2022-10-24,Royaume - Uni : quel est le programme économique de Rishi Sunak
2022-10-24,Will Latin America Return to Mediocre Growth After Shocks ?
2022-10-24,Creating a New Poor : the Fertiliser Ban that Marked the Beginning of the End
2022-10-24,As India celebrates Diwali it offers rewards for patient investors
2022-10-24,Let s Take A Look At Indian Economy Through Global Rating Agencies
2022-10-24,ЕЦБ се подготвя за още един лихвен изстрел с базуката
2022-10-24,Daronomics good or bad for the economy ? - Business
2022-10-24,"Diwali Picks 2022 : ये हैं दिवाली के 10 पटाखा शेयर , पोर्टफोलियो को बना देंगे रॉकेट ; 29 % तक रिटर्न का मौका"
2022-10-24,Will Latin America Return To Mediocre Growth After Shocks ?
2022-10-24,Hong Kong Hang Seng Down 4 % in Mixed Asia Trade ; Japan Yen Weakens Despite Reports of Intervention
2022-10-24,"ASX LIVE : Australian shares are poised to rise , Australian dollar tumbles"
2022-10-24,"ডিম পাড়ে হাঁসে , খায় বাঘডাশে"
2022-10-24,"Diwali Muhurat Trading 2022 : Market Will Open For One Hour , Know Which Stocks Can Give Profits ? - Diwali Muhurat Trading 2022 : एक घंटे के लिए खुलेगा बाजार , जानें किन शेयरों में निवेश दे सकता है मुनाफा ?"
